"ranking","name","count","total","male","female","langs"
"397","세영","3616","3616","1120","2496","@{ko=세영; en=Seyeong}"
"399","은빈","3613","3613","339","3274","@{ko=은빈; en=Eunbin}"
"400","채빈","3611","3611","240","3371","@{ko=채빈; en=Chaebin}"
"401","현빈","3602","3602","3445","157","@{ko=현빈; en=Hyeonbin}"
"402","승찬","3596","3596","3595","1","@{ko=승찬; en=Seungchan}"
"403","효린","3580","3580","7","3573","@{ko=효린; en=Hyorin}"
"404","동욱","3578","3578","3577","1","@{ko=동욱; en=Donguk}"
"405","보미","3577","3577","2","3575","@{ko=보미; en=Bomi}"
"406","태우","3572","3572","3566","6","@{ko=태우; en=Taeu}"
"407","정빈","3535","3535","2511","1024","@{ko=정빈; en=Jeongbin}"
"408","제이","3530","3530","946","2584","@{ko=제이; en=Jei}"
"409","현호","3526","3526","3522","4","@{ko=현호; en=Hyeonho}"
"410","소정","3495","3495","9","3486","@{ko=소정; en=Sojeong}"
"411","도겸","3491","3491","3444","47","@{ko=도겸; en=Dogyeom}"
"412","예인","3487","3487","85","3402","@{ko=예인; en=Yein}"
"413","서호","3484","3484","3326","158","@{ko=서호; en=Seoho}"
"414","아연","3468","3468","10","3458","@{ko=아연; en=Ayeon}"
"415","유은","3464","3464","75","3389","@{ko=유은; en=Yueun}"
"416","하엘","3462","3462","812","2654","@{ko=하엘; en=Hael}"
"417","주한","3451","3451","3445","6","@{ko=주한; en=Juhan}"
"418","재우","3432","3432","3421","11","@{ko=재우; en=Jaeu}"
"419","설","3415","3415","275","3140","@{ko=설; en=Seol}"
"419","수혁","3415","3415","3415","0","@{ko=수혁; en=Suhyeok}"
"421","주완","3411","3411","3399","12","@{ko=주완; en=Juwan}"
"422","라윤","3405","3405","358","3047","@{ko=라윤; en=Rayun}"
"423","효준","3386","3386","3351","35","@{ko=효준; en=Hyojun}"
"424","하루","3385","3385","1724","1669","@{ko=하루; en=Haru}"
"425","이솔","3375","3375","602","2774","@{ko=이솔; en=Isol}"
"426","우영","3361","3361","3131","230","@{ko=우영; en=Uyeong}"
"427","서정","3357","3357","68","3289","@{ko=서정; en=Seojeong}"
"428","준석","3355","3355","3354","1","@{ko=준석; en=Junseok}"
"429","시헌","3348","3348","3276","72","@{ko=시헌; en=Siheon}"
"430","연주","3344","3344","25","3319","@{ko=연주; en=Yeonju}"
"431","지인","3329","3329","223","3106","@{ko=지인; en=Jiin}"
"432","다경","3327","3327","45","3282","@{ko=다경; en=Dagyeong}"
"433","재혁","3305","3305","3304","1","@{ko=재혁; en=Jaehyeok}"
"434","우찬","3291","3291","3291","0","@{ko=우찬; en=Uchan}"
"435","소미","3287","3287","1","3286","@{ko=소미; en=Somi}"
"436","형준","3283","3283","3282","1","@{ko=형준; en=Hyeongjun}"
"437","성우","3261","3261","3248","13","@{ko=성우; en=Seongu}"
"438","동우","3256","3256","3249","7","@{ko=동우; en=Dongu}"
"439","채희","3254","3254","18","3236","@{ko=채희; en=Chaehui}"
"440","효원","3245","3245","582","2663","@{ko=효원; en=Hyowon}"
"441","상윤","3224","3224","3191","33","@{ko=상윤; en=Sangyun}"
"442","세진","3221","3221","2028","1193","@{ko=세진; en=Sejin}"
"443","유이","3212","3212","52","3160","@{ko=유이; en=Yui}"
"444","도아","3189","3189","306","2884","@{ko=도아; en=Doa}"
"444","수영","3189","3189","1138","2051","@{ko=수영; en=Suyeong}"
"446","도진","3182","3182","3161","21","@{ko=도진; en=Dojin}"
"447","연지","3179","3179","2","3177","@{ko=연지; en=Yeonji}"
"448","이나","3163","3163","9","3154","@{ko=이나; en=Ina}"
"449","이수","3155","3155","1638","1520","@{ko=이수; en=Isu}"
"450","라엘","3140","3140","347","2794","@{ko=라엘; en=Rael}"
"450","효은","3140","3140","35","3105","@{ko=효은; en=Hyoeun}"
"452","세린","3131","3131","24","3107","@{ko=세린; en=Serin}"
"453","준후","3119","3119","3115","4","@{ko=준후; en=Junhu}"
"454","채율","3118","3118","455","2663","@{ko=채율; en=Chaeyul}"
"455","진호","3107","3107","3093","14","@{ko=진호; en=Jinho}"
"456","은비","3078","3078","7","3071","@{ko=은비; en=Eunbi}"
"457","선호","3069","3069","3028","41","@{ko=선호; en=Seonho}"
"458","가을","3063","3063","385","2678","@{ko=가을; en=Gaeul}"
"459","해나","3050","3050","4","3046","@{ko=해나; en=Haena}"
"460","규현","3046","3046","2943","103","@{ko=규현; en=Gyuhyeon}"
"461","혜민","3043","3043","175","2868","@{ko=혜민; en=Hyemin}"
"462","유담","3041","3041","1825","1224","@{ko=유담; en=Yudam}"
"463","미소","3036","3036","5","3031","@{ko=미소; en=Miso}"
"463","이한","3036","3036","2993","43","@{ko=이한; en=Ihan}"
"465","민솔","3029","3029","483","2546","@{ko=민솔; en=Minsol}"
"466","신우","3022","3022","2830","192","@{ko=신우; en=Sinu}"
"467","지용","3021","3021","2996","25","@{ko=지용; en=Jiyong}"
"468","우준","3020","3020","3018","2","@{ko=우준; en=Ujun}"
"469","석현","3011","3011","3007","4","@{ko=석현; en=Seokhyeon}"
"470","민","3010","3010","1881","1132","@{ko=민; en=Min}"
"471","용준","3002","3002","3001","1","@{ko=용준; en=Yongjun}"
"472","준형","2998","2998","2998","0","@{ko=준형; en=Junhyeong}"
"473","가인","2996","2996","21","2975","@{ko=가인; en=Gain}"
"473","승유","2996","2996","2635","361","@{ko=승유; en=Seungyu}"
"475","호진","2995","2995","2918","77","@{ko=호진; en=Hojin}"
"476","재은","2992","2992","251","2743","@{ko=재은; en=Jaeeun}"
"477","강현","2976","2976","2948","28","@{ko=강현; en=Ganghyeon}"
"478","윤주","2973","2973","45","2928","@{ko=윤주; en=Yunju}"
"478","효민","2973","2973","743","2230","@{ko=효민; en=Hyomin}"
"480","동준","2952","2952","2952","0","@{ko=동준; en=Dongjun}"
"481","은준","2932","2932","2890","42","@{ko=은준; en=Eunjun}"
"482","유라","2930","2930","13","2917","@{ko=유라; en=Yura}"
"483","세윤","2920","2920","2034","886","@{ko=세윤; en=Seyun}"
"484","혜성","2901","2901","2440","461","@{ko=혜성; en=Hyeseong}"
"485","승후","2871","2871","2859","12","@{ko=승후; en=Seunghu}"
"486","상우","2854","2854","2850","4","@{ko=상우; en=Sangu}"
"487","규원","2848","2848","1883","965","@{ko=규원; en=Gyuwon}"
"488","성원","2828","2828","2641","187","@{ko=성원; en=Seongwon}"
"489","진영","2827","2827","2031","796","@{ko=진영; en=Jinyeong}"
"490","진혁","2825","2825","2822","3","@{ko=진혁; en=Jinhyeok}"
"491","민결","2821","2821","2604","217","@{ko=민결; en=Mingyeol}"
"492","아름","2820","2820","33","2787","@{ko=아름; en=Areum}"
"493","혜진","2809","2809","16","2793","@{ko=혜진; en=Hyejin}"
"494","지웅","2807","2807","2805","2","@{ko=지웅; en=Jiung}"
"495","로하","2798","2798","1285","1514","@{ko=로하; en=Roha}"
"496","제인","2792","2792","140","2652","@{ko=제인; en=Jein}"
"497","은혜","2781","2781","6","2775","@{ko=은혜; en=Eunhye}"
"498","인우","2769","2769","2647","123","@{ko=인우; en=Inu}"
"499","시하","2766","2766","984","1782","@{ko=시하; en=Siha}"
"499","호연","2766","2766","2121","645","@{ko=호연; en=Hoyeon}"
"501","연후","2763","2763","1932","831","@{ko=연후; en=Yeonhu}"
"502","원우","2761","2761","2705","56","@{ko=원우; en=Wonu}"
"503","강우","2753","2753","2750","3","@{ko=강우; en=Gangu}"
"504","영민","2751","2751","2621","130","@{ko=영민; en=Yeongmin}"
"505","진","2747","2747","1550","1197","@{ko=진; en=Jin}"
"506","승환","2742","2742","2742","0","@{ko=승환; en=Seunghwan}"
"507","동훈","2735","2735","2735","0","@{ko=동훈; en=Donghun}"
"508","윤진","2728","2728","311","2417","@{ko=윤진; en=Yunjin}"
"509","다민","2722","2722","815","1907","@{ko=다민; en=Damin}"
"510","은혁","2721","2721","2721","0","@{ko=은혁; en=Eunhyeok}"
"511","하성","2704","2704","2662","42","@{ko=하성; en=Haseong}"
"512","하리","2700","2700","140","2561","@{ko=하리; en=Hari}"
"513","정인","2665","2665","912","1753","@{ko=정인; en=Jeongin}"
"514","단비","2660","2660","24","2636","@{ko=단비; en=Danbi}"
"515","혜윤","2658","2658","38","2620","@{ko=혜윤; en=Hyeyun}"
"516","대현","2651","2651","2647","4","@{ko=대현; en=Daehyeon}"
"517","한율","2643","2643","2352","291","@{ko=한율; en=Hanyul}"
"518","서린","2636","2636","64","2572","@{ko=서린; en=Seorin}"
"519","소담","2622","2622","66","2556","@{ko=소담; en=Sodam}"
"519","재호","2622","2622","2620","2","@{ko=재호; en=Jaeho}"
"521","종현","2620","2620","2613","7","@{ko=종현; en=Jonghyeon}"
"522","세훈","2612","2612","2606","6","@{ko=세훈; en=Sehun}"
"523","윤채","2589","2589","163","2426","@{ko=윤채; en=Yunchae}"
"524","혜빈","2582","2582","9","2573","@{ko=혜빈; en=Hyebin}"
"525","인서","2580","2580","872","1708","@{ko=인서; en=Inseo}"
"526","나린","2574","2574","14","2561","@{ko=나린; en=Narin}"
"527","한솔","2561","2561","1572","989","@{ko=한솔; en=Hansol}"
"528","소원","2554","2554","141","2413","@{ko=소원; en=Sowon}"
"528","준현","2554","2554","2548","6","@{ko=준현; en=Junhyeon}"
"530","재아","2551","2551","706","1847","@{ko=재아; en=Jaea}"
"531","현석","2539","2539","2538","1","@{ko=현석; en=Hyeonseok}"
"532","영우","2532","2532","2469","63","@{ko=영우; en=Yeongu}"
"533","세희","2529","2529","58","2472","@{ko=세희; en=Sehui}"
"534","준원","2523","2523","2508","15","@{ko=준원; en=Junwon}"
"535","효빈","2522","2522","488","2034","@{ko=효빈; en=Hyobin}"
"536","여준","2513","2513","2428","85","@{ko=여준; en=Yeojun}"
"537","태환","2502","2502","2501","1","@{ko=태환; en=Taehwan}"
"538","여원","2501","2501","81","2420","@{ko=여원; en=Yeowon}"
"539","정은","2500","2500","53","2447","@{ko=정은; en=Jeongeun}"
"540","여진","2492","2492","43","2449","@{ko=여진; en=Yeojin}"
"541","상민","2488","2488","2469","19","@{ko=상민; en=Sangmin}"
"541","한울","2488","2488","2180","308","@{ko=한울; en=Hanul}"
"543","유성","2469","2469","2404","65","@{ko=유성; en=Yuseong}"
"544","태하","2453","2453","2368","85","@{ko=태하; en=Taeha}"
"545","시언","2443","2443","1677","766","@{ko=시언; en=Sieon}"
"546","은설","2440","2440","36","2407","@{ko=은설; en=Eunseol}"
"547","우리","2435","2435","731","1705","@{ko=우리; en=Uri}"
"547","환희","2435","2435","2056","379","@{ko=환희; en=Hwanhui}"
"549","세민","2432","2432","1747","685","@{ko=세민; en=Semin}"
"550","요한","2429","2429","2419","10","@{ko=요한; en=Yohan}"
"551","동혁","2423","2423","2423","0","@{ko=동혁; en=Donghyeok}"
"552","태건","2410","2410","2410","0","@{ko=태건; en=Taegeon}"
"553","유경","2407","2407","29","2378","@{ko=유경; en=Yugyeong}"
"554","영서","2405","2405","780","1625","@{ko=영서; en=Yeongseo}"
"555","재율","2402","2402","2364","38","@{ko=재율; en=Jaeyul}"
"556","리나","2396","2396","1","2395","@{ko=리나; en=Rina}"
"557","현주","2391","2391","103","2288","@{ko=현주; en=Hyeonju}"
"558","윤수","2386","2386","2222","164","@{ko=윤수; en=Yunsu}"
"559","윤건","2383","2383","2383","0","@{ko=윤건; en=Yungeon}"
"560","서안","2375","2375","1168","1207","@{ko=서안; en=Seoan}"
"561","태성","2360","2360","2359","1","@{ko=태성; en=Taeseong}"
"562","동규","2355","2355","2353","2","@{ko=동규; en=Donggyu}"
"563","선유","2350","2350","619","1731","@{ko=선유; en=Seonyu}"
"564","희수","2340","2340","975","1365","@{ko=희수; en=Huisu}"
"565","현정","2339","2339","13","2326","@{ko=현정; en=Hyeonjeong}"
"566","라임","2337","2337","110","2227","@{ko=라임; en=Raim}"
"567","하임","2332","2332","421","1912","@{ko=하임; en=Haim}"
"568","성진","2327","2327","2285","42","@{ko=성진; en=Seongjin}"
"569","다정","2325","2325","20","2305","@{ko=다정; en=Dajeong}"
"570","건후","2320","2320","2319","1","@{ko=건후; en=Geonhu}"
"571","주형","2312","2312","2221","91","@{ko=주형; en=Juhyeong}"
"572","아율","2311","2311","173","2138","@{ko=아율; en=Ayul}"
"573","해준","2308","2308","2263","45","@{ko=해준; en=Haejun}"
"574","아준","2305","2305","2266","39","@{ko=아준; en=Ajun}"
"575","연희","2298","2298","19","2279","@{ko=연희; en=Yeonhui}"
"576","희찬","2292","2292","2286","6","@{ko=희찬; en=Huichan}"
"577","진아","2284","2284","19","2265","@{ko=진아; en=Jina}"
"578","민제","2261","2261","2135","126","@{ko=민제; en=Minje}"
"579","우혁","2242","2242","2241","1","@{ko=우혁; en=Uhyeok}"
"580","혜리","2239","2239","1","2238","@{ko=혜리; en=Hyeri}"
"581","승희","2236","2236","317","1919","@{ko=승희; en=Seunghui}"
"581","혜림","2236","2236","1","2235","@{ko=혜림; en=Hyerim}"
"583","새봄","2234","2234","39","2195","@{ko=새봄; en=Saebom}"
"584","노아","2225","2225","2014","211","@{ko=노아; en=Noa}"
"585","찬민","2224","2224","2208","16","@{ko=찬민; en=Chanmin}"
"586","민승","2220","2220","2072","148","@{ko=민승; en=Minseung}"
"587","가율","2216","2216","190","2026","@{ko=가율; en=Gayul}"
"588","리우","2215","2215","1437","779","@{ko=리우; en=Riu}"
"589","은후","2209","2209","1810","399","@{ko=은후; en=Eunhu}"
"589","준범","2209","2209","2208","1","@{ko=준범; en=Junbeom}"
"591","성은","2191","2191","447","1744","@{ko=성은; en=Seongeun}"
"592","희주","2189","2189","153","2036","@{ko=희주; en=Huiju}"
"593","시준","2181","2181","2171","10","@{ko=시준; en=Sijun}"
"594","다예","2179","2179","1","2178","@{ko=다예; en=Daye}"
"595","희준","2177","2177","2150","27","@{ko=희준; en=Huijun}"
"596","가희","2173","2173","7","2166","@{ko=가희; en=Gahui}"
"597","정호","2166","2166","2159","7","@{ko=정호; en=Jeongho}"
"598","성연","2145","2145","1115","1030","@{ko=성연; en=Seongyeon}"
"599","아림","2144","2144","12","2132","@{ko=아림; en=Arim}"
"600","하경","2142","2142","340","1802","@{ko=하경; en=Hagyeong}"
"601","태원","2133","2133","2091","42","@{ko=태원; en=Taewon}"
"602","은결","2129","2129","1446","683","@{ko=은결; en=Eungyeol}"
"603","경준","2114","2114","2109","5","@{ko=경준; en=Gyeongjun}"
"604","인성","2105","2105","2080","25","@{ko=인성; en=Inseong}"
"605","은하","2098","2098","41","2057","@{ko=은하; en=Eunha}"
"606","성호","2095","2095","2094","1","@{ko=성호; en=Seongho}"
"606","예온","2095","2095","367","1732","@{ko=예온; en=Yeon}"
"608","찬율","2091","2091","2069","22","@{ko=찬율; en=Chanyul}"
"609","지예","2089","2089","1","2088","@{ko=지예; en=Jiye}"
"610","승혁","2085","2085","2084","1","@{ko=승혁; en=Seunghyeok}"
"611","윤솔","2078","2078","234","1844","@{ko=윤솔; en=Yunsol}"
"612","원","2075","2075","1680","395","@{ko=원; en=Won}"
"613","상준","2071","2071","2071","0","@{ko=상준; en=Sangjun}"
"614","지희","2069","2069","12","2057","@{ko=지희; en=Jihui}"
"615","준민","2065","2065","2049","16","@{ko=준민; en=Junmin}"
"616","태웅","2064","2064","2063","1","@{ko=태웅; en=Taeung}"
"617","승헌","2045","2045","2037","8","@{ko=승헌; en=Seungheon}"
"618","하원","2043","2043","762","1281","@{ko=하원; en=Hawon}"
"618","호영","2043","2043","1954","89","@{ko=호영; en=Hoyeong}"
"620","건율","2036","2036","2033","3","@{ko=건율; en=Geonyul}"
"621","재성","2035","2035","2033","2","@{ko=재성; en=Jaeseong}"
"622","결","2031","2031","1628","403","@{ko=결; en=Gyeol}"
"623","려원","2028","2028","33","1995","@{ko=려원; en=Ryeowon}"
"624","송현","2018","2018","362","1657","@{ko=송현; en=Songhyeon}"
"625","재연","2015","2015","1131","885","@{ko=재연; en=Jaeyeon}"
"626","별하","2002","2002","296","1706","@{ko=별하; en=Byeolha}"
"627","효진","1997","1997","244","1753","@{ko=효진; en=Hyojin}"
"628","도건","1995","1995","1994","1","@{ko=도건; en=Dogeon}"
"629","승기","1992","1992","1989","3","@{ko=승기; en=Seunggi}"
"630","하정","1988","1988","49","1939","@{ko=하정; en=Hajeong}"
"631","수안","1982","1982","761","1221","@{ko=수안; en=Suan}"
"632","은진","1965","1965","57","1908","@{ko=은진; en=Eunjin}"
"633","희성","1962","1962","1859","103","@{ko=희성; en=Huiseong}"
"634","성재","1951","1951","1946","5","@{ko=성재; en=Seongjae}"
"635","주성","1949","1949","1938","11","@{ko=주성; en=Juseong}"
"636","소유","1926","1926","63","1863","@{ko=소유; en=Soyu}"
"637","혜주","1919","1919","3","1916","@{ko=혜주; en=Hyeju}"
"638","윤희","1913","1913","44","1869","@{ko=윤희; en=Yunhui}"
"639","해린","1912","1912","5","1907","@{ko=해린; en=Haerin}"
"640","이레","1907","1907","691","1216","@{ko=이레; en=Ire}"
"641","루다","1903","1903","658","1246","@{ko=루다; en=Ruda}"
"642","현규","1897","1897","1895","2","@{ko=현규; en=Hyeongyu}"
"643","서이","1884","1884","24","1860","@{ko=서이; en=Seoi}"
"644","다겸","1883","1883","750","1135","@{ko=다겸; en=Dagyeom}"
"645","준하","1882","1882","1853","29","@{ko=준하; en=Junha}"
"646","규린","1873","1873","52","1821","@{ko=규린; en=Gyurin}"
"647","선아","1870","1870","1","1869","@{ko=선아; en=Seona}"
"648","은아","1866","1866","1","1865","@{ko=은아; en=Euna}"
"649","희진","1857","1857","89","1768","@{ko=희진; en=Huijin}"
"650","동연","1856","1856","1770","86","@{ko=동연; en=Dongyeon}"
"651","라율","1847","1847","301","1546","@{ko=라율; en=Rayul}"
"652","나희","1843","1843","2","1841","@{ko=나희; en=Nahui}"
"653","효정","1840","1840","25","1815","@{ko=효정; en=Hyojeong}"
"654","현욱","1830","1830","1822","8","@{ko=현욱; en=Hyeonuk}"
"655","진욱","1818","1818","1815","3","@{ko=진욱; en=Jinuk}"
"656","해원","1817","1817","454","1363","@{ko=해원; en=Haewon}"
"657","다솔","1812","1812","354","1458","@{ko=다솔; en=Dasol}"
